experiment_session_id,variant,checkout_started,payment_attempt,payment_failed,order_completed,order_value
EXP05106,Treatment,1,1,1,0,0.0
EXP05107,Treatment,1,1,0,1,752.19
EXP05108,Treatment,1,0,0,0,0.0
EXP05109,Control,1,0,0,0,0.0
EXP05110,Treatment,1,1,0,1,1210.12
EXP05111,Control,1,1,0,1,529.97
EXP05112,Treatment,1,0,0,0,0.0
EXP05113,Control,1,1,0,1,920.81
EXP05114,Treatment,1,1,0,1,1079.5
EXP05115,Treatment,0,0,0,0,0.0
EXP05116,Control,1,1,0,1,642.94
EXP05117,Control,1,1,0,1,552.72
EXP05118,Treatment,1,1,0,1,624.15
EXP05119,Treatment,1,1,0,1,1157.52
EXP05120,Treatment,1,1,0,1,667.18
EXP05121,Treatment,1,1,0,1,844.37
EXP05122,Treatment,1,1,0,1,771.09
EXP05123,Treatment,0,0,0,0,0.0
EXP05124,Treatment,1,1,0,1,1002.88
EXP05125,Treatment,1,1,0,1,644.24
EXP05126,Treatment,1,1,0,1,691.02
EXP05127,Treatment,1,1,0,1,1101.14
EXP05128,Treatment,1,1,0,1,685.14
EXP05129,Control,1,1,0,1,640.71
EXP05130,Control,0,0,0,0,0.0
EXP05131,Control,1,1,0,1,408.79
EXP05132,Control,0,0,0,0,0.0
EXP05133,Treatment,1,0,0,0,0.0
EXP05134,Treatment,1,1,0,1,993.38
EXP05135,Control,1,1,0,1,1290.78
EXP05136,Control,1,1,0,1,842.94
EXP05137,Treatment,1,1,1,0,0.0
EXP05138,Treatment,1,1,0,1,677.01
EXP05139,Treatment,0,0,0,0,0.0
EXP05140,Control,1,1,0,1,881.61
EXP05141,Treatment,1,0,0,0,0.0
EXP05142,Treatment,1,1,0,1,939.87
EXP05143,Treatment,1,1,0,1,686.04
EXP05144,Control,1,1,0,1,1030.29
EXP05145,Treatment,1,0,0,0,0.0
EXP05146,Treatment,0,0,0,0,0.0
EXP05147,Control,1,1,0,1,1252.62
EXP05148,Treatment,0,0,0,0,0.0
EXP05149,Treatment,1,1,0,1,659.32
EXP05150,Control,0,0,0,0,0.0
EXP05151,Treatment,1,1,0,1,679.48
EXP05152,Treatment,0,0,0,0,0.0
EXP05153,Treatment,1,1,1,0,0.0
EXP05154,Control,1,1,1,0,0.0
EXP05155,Treatment,1,1,0,1,1023.3
EXP05156,Treatment,1,1,0,1,789.47
EXP05157,Control,1,1,0,1,513.21
EXP05158,Treatment,1,1,0,1,1017.53
EXP05159,Control,1,1,0,1,931.27
EXP05160,Control,1,0,0,0,0.0
EXP05161,Treatment,1,1,0,1,490.29
EXP05162,Treatment,1,0,0,0,0.0
EXP05163,Control,1,1,0,1,543.45
EXP05164,Treatment,1,1,0,1,442.93
EXP05165,Treatment,1,1,0,1,490.62
EXP05166,Control,1,1,0,1,961.37
EXP05167,Control,1,1,0,1,996.83
EXP05168,Treatment,1,1,0,1,893.42
EXP05169,Control,1,1,0,1,1007.27
EXP05170,Control,0,0,0,0,0.0
EXP05171,Control,0,0,0,0,0.0
EXP05172,Treatment,1,1,1,0,0.0
EXP05173,Control,1,1,0,1,1579.69
EXP05174,Treatment,1,1,0,1,573.22
EXP05175,Treatment,1,1,0,1,942.09
EXP05176,Treatment,1,0,0,0,0.0
EXP05177,Treatment,1,1,0,1,776.07
EXP05178,Control,1,1,1,0,0.0
EXP05179,Treatment,1,1,0,1,994.21
EXP05180,Control,0,0,0,0,0.0
EXP05181,Control,1,1,0,1,681.3
EXP05182,Treatment,0,0,0,0,0.0
EXP05183,Control,1,1,0,1,1130.36
EXP05184,Treatment,1,1,0,1,228.7
EXP05185,Treatment,1,1,1,0,0.0
EXP05186,Control,1,1,0,1,1158.92
EXP05187,Control,1,1,0,1,754.29
EXP05188,Control,1,1,1,0,0.0
EXP05189,Control,1,1,0,1,862.88
EXP05190,Control,1,1,0,1,765.66
EXP05191,Control,1,1,0,1,1070.86
EXP05192,Control,1,1,0,1,651.01
EXP05193,Control,1,1,0,1,813.42
EXP05194,Treatment,1,1,0,1,493.57
EXP05195,Control,0,0,0,0,0.0
EXP05196,Treatment,0,0,0,0,0.0
EXP05197,Control,1,1,0,1,1580.74
EXP05198,Treatment,0,0,0,0,0.0
EXP05199,Control,1,1,0,1,594.86
EXP05200,Treatment,1,1,0,1,524.22
EXP05201,Control,0,0,0,0,0.0
EXP05202,Treatment,1,1,0,1,861.36
EXP05203,Control,0,0,0,0,0.0
EXP05204,Control,1,1,0,1,565.38
EXP05205,Treatment,1,1,0,1,814.35
EXP05206,Treatment,1,1,0,1,414.34
EXP05207,Treatment,1,0,0,0,0.0
EXP05208,Treatment,1,1,0,1,503.23
EXP05209,Control,1,1,0,1,971.08
EXP05210,Treatment,1,1,0,1,898.87
EXP05211,Control,1,1,1,0,0.0
EXP05212,Control,0,0,0,0,0.0
EXP05213,Control,0,0,0,0,0.0
EXP05214,Treatment,1,1,1,0,0.0
EXP05215,Treatment,1,1,0,1,773.05
EXP05216,Control,1,1,0,1,526.55
EXP05217,Treatment,1,1,0,1,782.4
EXP05218,Control,1,1,0,1,602.15
EXP05219,Control,1,1,0,1,706.03
EXP05220,Control,1,1,0,1,633.1
EXP05221,Treatment,1,1,0,1,615.15
EXP05222,Control,1,1,0,1,853.47
EXP05223,Treatment,1,1,0,1,1018.73
EXP05224,Treatment,1,1,0,1,646.26
EXP05225,Treatment,1,1,1,0,0.0
EXP05226,Treatment,1,1,0,1,770.53
EXP05227,Control,1,1,0,1,1014.51
EXP05228,Control,0,0,0,0,0.0
EXP05229,Control,1,1,0,1,791.34
EXP05230,Treatment,1,1,1,0,0.0
EXP05231,Control,0,0,0,0,0.0
EXP05232,Treatment,1,1,0,1,435.62
EXP05233,Control,0,0,0,0,0.0
EXP05234,Control,1,1,0,1,963.18
EXP05235,Control,0,0,0,0,0.0
EXP05236,Treatment,0,0,0,0,0.0
EXP05237,Treatment,0,0,0,0,0.0
EXP05238,Treatment,1,1,0,1,2003.84
EXP05239,Control,1,1,0,1,840.82
EXP05240,Treatment,1,1,0,1,1094.48
EXP05241,Treatment,1,1,0,1,884.68
EXP05242,Treatment,1,1,0,1,1303.49
EXP05243,Control,1,1,0,1,612.83
EXP05244,Treatment,1,1,1,0,0.0
EXP05245,Control,1,1,0,1,523.2
EXP05246,Control,1,1,0,1,944.76
EXP05247,Treatment,1,1,0,1,713.34
EXP05248,Control,0,0,0,0,0.0
EXP05249,Control,1,1,0,1,859.35
EXP05250,Treatment,1,1,0,1,558.77
EXP05251,Control,1,1,0,1,699.02
EXP05252,Control,1,1,0,1,666.64
EXP05253,Control,1,1,0,1,669.49
EXP05254,Control,1,1,0,1,774.77
EXP05255,Control,0,0,0,0,0.0
EXP05256,Control,0,0,0,0,0.0
EXP05257,Control,1,1,0,1,811.47
EXP05258,Control,1,1,0,1,980.55
EXP05259,Control,1,1,0,1,583.26
EXP05260,Treatment,1,1,0,1,415.74
EXP05261,Control,1,1,0,1,1979.21
EXP05262,Control,0,0,0,0,0.0
EXP05263,Treatment,0,0,0,0,0.0
EXP05264,Treatment,0,0,0,0,0.0
EXP05265,Treatment,0,0,0,0,0.0
EXP05266,Control,1,1,0,1,1356.29
EXP05267,Control,0,0,0,0,0.0
EXP05268,Control,1,1,0,1,1126.33
EXP05269,Control,1,1,0,1,1244.31
EXP05270,Control,1,1,0,1,384.72
EXP05271,Control,1,1,0,1,1157.03
EXP05272,Control,1,1,1,0,0.0
EXP05273,Control,1,1,0,1,350.1
EXP05274,Control,0,0,0,0,0.0
EXP05275,Treatment,0,0,0,0,0.0
EXP05276,Control,0,0,0,0,0.0
EXP05277,Treatment,1,1,0,1,1033.96
EXP05278,Treatment,0,0,0,0,0.0
EXP05279,Treatment,1,1,0,1,522.46
EXP05280,Treatment,1,1,0,1,671.31
EXP05281,Control,1,1,0,1,1157.64
EXP05282,Control,1,1,0,1,1567.95
EXP05283,Control,1,1,1,0,0.0
EXP05284,Control,0,0,0,0,0.0
EXP05285,Treatment,1,1,0,1,997.62
EXP05286,Treatment,1,1,0,1,1433.77
EXP05287,Treatment,1,1,0,1,619.15
EXP05288,Treatment,0,0,0,0,0.0
EXP05289,Control,0,0,0,0,0.0
EXP05290,Control,1,1,0,1,767.03
EXP05291,Treatment,0,0,0,0,0.0
EXP05292,Control,1,1,0,1,803.0
EXP05293,Treatment,0,0,0,0,0.0
EXP05294,Control,1,1,0,1,432.69
EXP05295,Treatment,1,1,0,1,574.73
EXP05296,Treatment,1,1,0,1,674.62
EXP05297,Control,1,1,0,1,758.29
EXP05298,Treatment,1,1,0,1,791.23
EXP05299,Treatment,0,0,0,0,0.0
EXP05300,Control,1,1,0,1,889.88
EXP05301,Treatment,0,0,0,0,0.0
EXP05302,Treatment,1,1,0,1,1078.08
EXP05303,Treatment,1,0,0,0,0.0
EXP05304,Control,1,1,0,1,977.14
EXP05305,Treatment,1,1,0,1,1099.83
EXP05306,Treatment,1,1,0,1,932.31
EXP05307,Treatment,0,0,0,0,0.0
EXP05308,Treatment,1,1,0,1,633.29
EXP05309,Treatment,1,1,0,1,596.08
EXP05310,Treatment,0,0,0,0,0.0
EXP05311,Treatment,1,1,0,1,1375.4
EXP05312,Control,1,1,0,1,638.06
EXP05313,Treatment,1,1,0,1,1362.44
EXP05314,Control,0,0,0,0,0.0
EXP05315,Control,1,1,1,0,0.0
EXP05316,Control,1,1,1,0,0.0
EXP05317,Treatment,1,1,0,1,582.72
EXP05318,Control,0,0,0,0,0.0
EXP05319,Treatment,1,1,0,1,933.89
EXP05320,Control,1,1,0,1,442.96
EXP05321,Treatment,1,1,0,1,815.84
EXP05322,Control,1,1,0,1,861.41
EXP05323,Control,1,1,0,1,755.68
EXP05324,Treatment,0,0,0,0,0.0
EXP05325,Control,1,1,0,1,879.92
EXP05326,Treatment,1,1,0,1,527.45
EXP05327,Treatment,1,1,0,1,880.18
EXP05328,Control,1,1,0,1,1588.3
EXP05329,Control,0,0,0,0,0.0
EXP05330,Control,1,1,0,1,661.83
EXP05331,Control,0,0,0,0,0.0
EXP05332,Control,1,1,0,1,750.46
EXP05333,Treatment,1,1,0,1,543.16
EXP05334,Treatment,0,0,0,0,0.0
EXP05335,Control,0,0,0,0,0.0
EXP05336,Treatment,1,1,0,1,647.89
EXP05337,Treatment,1,1,0,1,867.72
EXP05338,Treatment,1,1,0,1,580.42
EXP05339,Control,1,1,0,1,687.19
EXP05340,Treatment,1,1,0,1,1022.73
EXP05341,Treatment,1,1,0,1,788.92
EXP05342,Control,0,0,0,0,0.0
EXP05343,Control,0,0,0,0,0.0
EXP05344,Treatment,1,0,0,0,0.0
EXP05345,Treatment,1,1,0,1,558.74
EXP05346,Control,1,0,0,0,0.0
EXP05347,Treatment,1,1,0,1,719.64
EXP05348,Treatment,1,1,0,1,1207.5
EXP05349,Treatment,0,0,0,0,0.0
EXP05350,Treatment,1,1,0,1,722.8
EXP05351,Control,1,1,1,0,0.0
EXP05352,Control,1,0,0,0,0.0
EXP05353,Control,1,1,0,1,518.93
EXP05354,Control,0,0,0,0,0.0
EXP05355,Control,0,0,0,0,0.0
EXP05356,Control,1,1,0,1,643.76
EXP05357,Treatment,1,1,0,1,672.4
EXP05358,Control,1,1,0,1,723.52
EXP05359,Treatment,1,1,0,1,648.2
EXP05360,Treatment,0,0,0,0,0.0
EXP05361,Control,0,0,0,0,0.0
EXP05362,Treatment,0,0,0,0,0.0
EXP05363,Control,1,1,0,1,735.99
EXP05364,Treatment,1,1,0,1,372.96
EXP05365,Treatment,1,1,0,1,531.32
EXP05366,Treatment,1,1,0,1,683.61
EXP05367,Control,1,1,0,1,1058.25
EXP05368,Control,1,1,0,1,565.12
EXP05369,Treatment,0,0,0,0,0.0
EXP05370,Treatment,1,1,0,1,531.61
EXP05371,Control,0,0,0,0,0.0
EXP05372,Control,1,1,0,1,484.39
EXP05373,Control,1,1,0,1,652.13
EXP05374,Treatment,1,1,0,1,490.96
EXP05375,Control,1,1,0,1,552.02
EXP05376,Treatment,0,0,0,0,0.0
EXP05377,Treatment,0,0,0,0,0.0
EXP05378,Control,1,1,1,0,0.0
EXP05379,Treatment,1,1,0,1,1078.55
EXP05380,Treatment,1,1,0,1,983.81
EXP05381,Treatment,1,1,1,0,0.0
EXP05382,Control,0,0,0,0,0.0
EXP05383,Treatment,0,0,0,0,0.0
EXP05384,Control,1,1,0,1,550.22
EXP05385,Control,1,1,0,1,813.06
EXP05386,Control,1,1,0,1,553.2
EXP05387,Treatment,1,1,0,1,621.59
EXP05388,Control,0,0,0,0,0.0
EXP05389,Treatment,1,1,0,1,703.33
EXP05390,Control,1,1,0,1,584.36
EXP05391,Treatment,1,1,0,1,506.07
EXP05392,Control,1,1,0,1,1036.37
EXP05393,Treatment,0,0,0,0,0.0
EXP05394,Control,1,1,0,1,1279.02
EXP05395,Control,1,1,1,0,0.0
EXP05396,Treatment,0,0,0,0,0.0
EXP05397,Treatment,1,1,0,1,1064.3
EXP05398,Treatment,1,1,0,1,717.11
EXP05399,Control,1,1,0,1,756.98
EXP05400,Control,1,1,0,1,691.23
EXP05401,Control,1,1,0,1,903.95
EXP05402,Treatment,1,1,0,1,672.21
EXP05403,Control,1,1,0,1,506.62
EXP05404,Control,1,1,0,1,677.8
EXP05405,Treatment,1,1,0,1,897.62
EXP05406,Control,0,0,0,0,0.0
EXP05407,Control,1,0,0,0,0.0
EXP05408,Control,1,1,0,1,914.76
EXP05409,Control,1,1,0,1,452.64
EXP05410,Treatment,1,1,0,1,1451.82
EXP05411,Control,1,1,0,1,741.78
EXP05412,Control,1,1,0,1,696.86
EXP05413,Control,1,1,0,1,805.2
EXP05414,Control,1,1,0,1,680.2
EXP05415,Control,1,1,0,1,445.39
EXP05416,Treatment,1,1,1,0,0.0
EXP05417,Control,1,0,0,0,0.0
EXP05418,Control,1,1,0,1,777.98
EXP05419,Treatment,1,1,0,1,983.79
EXP05420,Control,1,0,0,0,0.0
EXP05421,Treatment,1,1,0,1,678.86
EXP05422,Control,0,0,0,0,0.0
EXP05423,Control,1,1,0,1,570.32
EXP05424,Treatment,1,1,1,0,0.0
EXP05425,Treatment,0,0,0,0,0.0
EXP05426,Control,0,0,0,0,0.0
EXP05427,Control,1,1,0,1,632.89
EXP05428,Control,1,1,0,1,1671.03
EXP05429,Control,1,1,1,0,0.0
EXP05430,Treatment,0,0,0,0,0.0
EXP05431,Control,0,0,0,0,0.0
EXP05432,Control,0,0,0,0,0.0
EXP05433,Treatment,0,0,0,0,0.0
EXP05434,Control,1,1,0,1,579.57
EXP05435,Control,1,1,0,1,364.83
EXP05436,Control,0,0,0,0,0.0
EXP05437,Treatment,1,1,1,0,0.0
EXP05438,Control,1,1,0,1,1184.89
EXP05439,Treatment,1,1,0,1,359.24
EXP05440,Control,1,1,0,1,837.69
EXP05441,Control,1,1,0,1,594.87
EXP05442,Treatment,0,0,0,0,0.0
EXP05443,Treatment,1,1,0,1,620.8
EXP05444,Treatment,0,0,0,0,0.0
EXP05445,Control,1,1,0,1,1051.21
EXP05446,Control,1,1,0,1,940.24
EXP05447,Treatment,1,1,0,1,925.45
EXP05448,Control,1,1,1,0,0.0
EXP05449,Control,0,0,0,0,0.0
EXP05450,Treatment,1,1,0,1,1091.35
EXP05451,Control,1,1,0,1,778.31
EXP05452,Control,0,0,0,0,0.0
EXP05453,Control,1,1,0,1,725.76
EXP05454,Treatment,1,1,1,0,0.0
EXP05455,Treatment,1,1,1,0,0.0
EXP05456,Control,1,1,0,1,685.73
EXP05457,Control,0,0,0,0,0.0
EXP05458,Treatment,1,1,0,1,799.46
EXP05459,Control,1,1,0,1,1066.76
EXP05460,Treatment,1,1,0,1,651.21
EXP05461,Treatment,1,0,0,0,0.0
EXP05462,Treatment,1,1,0,1,810.43
EXP05463,Control,1,1,0,1,920.01
EXP05464,Treatment,1,1,0,1,1009.13
EXP05465,Control,1,1,0,1,698.88
EXP05466,Treatment,1,1,0,1,833.58
EXP05467,Treatment,1,1,0,1,965.88
EXP05468,Treatment,1,1,0,1,685.25
EXP05469,Control,0,0,0,0,0.0
EXP05470,Treatment,1,1,0,1,748.67
EXP05471,Control,1,1,0,1,716.64
EXP05472,Treatment,1,1,1,0,0.0
EXP05473,Treatment,0,0,0,0,0.0
EXP05474,Control,1,1,0,1,519.13
EXP05475,Control,1,1,0,1,795.2
EXP05476,Treatment,1,1,1,0,0.0
EXP05477,Treatment,1,1,0,1,1000.64
EXP05478,Treatment,0,0,0,0,0.0
EXP05479,Control,1,1,0,1,772.73
EXP05480,Treatment,1,0,0,0,0.0
EXP05481,Control,1,1,1,0,0.0
EXP05482,Control,0,0,0,0,0.0
EXP05483,Control,0,0,0,0,0.0
EXP05484,Treatment,1,1,0,1,723.1
EXP05485,Control,1,1,0,1,645.68
EXP05486,Control,0,0,0,0,0.0
EXP05487,Treatment,0,0,0,0,0.0
EXP05488,Control,1,1,1,0,0.0
EXP05489,Treatment,0,0,0,0,0.0
EXP05490,Control,0,0,0,0,0.0
EXP05491,Control,0,0,0,0,0.0
EXP05492,Treatment,1,1,0,1,845.59
EXP05493,Control,1,1,0,1,798.64
EXP05494,Control,1,1,0,1,590.52
EXP05495,Treatment,1,1,0,1,1002.51
EXP05496,Control,0,0,0,0,0.0
EXP05497,Control,1,1,0,1,889.02
EXP05498,Treatment,1,1,0,1,706.24
EXP05499,Control,1,1,0,1,1193.12
EXP05500,Treatment,0,0,0,0,0.0
EXP05501,Control,1,0,0,0,0.0
EXP05502,Treatment,1,1,0,1,402.73
EXP05503,Treatment,1,1,0,1,1078.17
EXP05504,Control,1,1,0,1,677.56
EXP05505,Treatment,1,1,0,1,1186.79
EXP05506,Treatment,1,1,1,0,0.0
EXP05507,Treatment,1,0,0,0,0.0
EXP05508,Treatment,1,1,0,1,873.9
EXP05509,Control,1,1,0,1,825.47
EXP05510,Treatment,1,1,0,1,673.05
EXP05511,Control,1,1,1,0,0.0
EXP05512,Treatment,1,1,0,1,1096.33
EXP05513,Treatment,0,0,0,0,0.0
EXP05514,Control,1,1,1,0,0.0
EXP05515,Control,1,1,0,1,978.09
EXP05516,Treatment,1,1,0,1,625.25
EXP05517,Control,0,0,0,0,0.0
EXP05518,Treatment,1,1,0,1,633.52
EXP05519,Control,1,1,0,1,876.86
EXP05520,Treatment,1,1,0,1,709.73
EXP05521,Control,0,0,0,0,0.0
EXP05522,Control,1,1,0,1,1027.18
EXP05523,Control,1,1,0,1,755.54
EXP05524,Treatment,1,1,0,1,668.99
EXP05525,Treatment,1,1,0,1,756.19
EXP05526,Treatment,1,1,0,1,1034.86
EXP05527,Control,1,1,0,1,932.18
EXP05528,Treatment,1,1,0,1,772.7
EXP05529,Treatment,1,1,0,1,942.59
EXP05530,Treatment,0,0,0,0,0.0
EXP05531,Control,0,0,0,0,0.0
EXP05532,Treatment,1,1,0,1,563.59
EXP05533,Control,1,1,1,0,0.0
EXP05534,Treatment,1,1,0,1,571.85
EXP05535,Control,1,1,0,1,789.65
EXP05536,Treatment,1,1,0,1,580.47
EXP05537,Treatment,1,1,0,1,678.94
EXP05538,Treatment,1,1,0,1,631.74
EXP05539,Treatment,1,1,0,1,760.36
EXP05540,Control,1,1,0,1,1031.85
EXP05541,Treatment,0,0,0,0,0.0
EXP05542,Control,1,1,0,1,588.43
EXP05543,Control,1,1,0,1,678.85
EXP05544,Control,1,1,0,1,1173.23
EXP05545,Control,0,0,0,0,0.0
EXP05546,Treatment,1,1,0,1,742.37
EXP05547,Control,1,1,0,1,759.55
EXP05548,Control,0,0,0,0,0.0
EXP05549,Control,0,0,0,0,0.0
EXP05550,Control,1,1,0,1,704.85
EXP05551,Treatment,0,0,0,0,0.0
EXP05552,Control,0,0,0,0,0.0
EXP05553,Treatment,1,1,0,1,801.68
EXP05554,Treatment,1,1,0,1,637.75
EXP05555,Control,0,0,0,0,0.0
EXP05556,Treatment,1,0,0,0,0.0
EXP05557,Control,1,1,1,0,0.0
EXP05558,Control,1,1,0,1,467.3
EXP05559,Control,1,1,0,1,962.8
EXP05560,Control,1,1,0,1,542.34
EXP05561,Control,1,1,0,1,571.0
EXP05562,Control,1,1,0,1,556.46
EXP05563,Treatment,0,0,0,0,0.0
EXP05564,Control,1,1,0,1,583.89
EXP05565,Control,1,1,0,1,658.3
EXP05566,Treatment,1,0,0,0,0.0
EXP05567,Treatment,0,0,0,0,0.0
EXP05568,Treatment,1,1,0,1,848.82
EXP05569,Control,0,0,0,0,0.0
EXP05570,Control,0,0,0,0,0.0
EXP05571,Treatment,0,0,0,0,0.0
EXP05572,Control,0,0,0,0,0.0
EXP05573,Control,0,0,0,0,0.0
EXP05574,Treatment,1,1,0,1,533.17
EXP05575,Control,1,1,0,1,653.51
EXP05576,Control,1,1,0,1,670.17
EXP05577,Control,1,1,1,0,0.0
EXP05578,Treatment,1,1,0,1,543.95
EXP05579,Treatment,1,1,0,1,788.59
EXP05580,Treatment,1,1,0,1,831.6
EXP05581,Treatment,1,1,0,1,905.22
EXP05582,Control,0,0,0,0,0.0
EXP05583,Treatment,1,1,0,1,401.68
EXP05584,Control,1,1,0,1,420.08
EXP05585,Treatment,1,1,0,1,350.94
EXP05586,Treatment,1,1,0,1,567.24
EXP05587,Treatment,1,1,0,1,577.53
EXP05588,Treatment,1,1,0,1,1167.11
EXP05589,Control,0,0,0,0,0.0
EXP05590,Control,0,0,0,0,0.0
EXP05591,Control,1,1,0,1,1370.26
EXP05592,Control,1,1,0,1,524.52
EXP05593,Treatment,0,0,0,0,0.0
EXP05594,Treatment,1,1,0,1,1402.96
EXP05595,Control,0,0,0,0,0.0
EXP05596,Control,1,1,0,1,495.04
EXP05597,Control,1,1,1,0,0.0
EXP05598,Control,1,1,0,1,549.2
EXP05599,Treatment,0,0,0,0,0.0
EXP05600,Treatment,1,1,0,1,1451.02
EXP05601,Control,0,0,0,0,0.0
EXP05602,Control,1,1,0,1,624.57
EXP05603,Control,1,1,0,1,650.68
EXP05604,Control,1,1,1,0,0.0
EXP05605,Control,0,0,0,0,0.0
EXP05606,Treatment,1,1,0,1,642.71
EXP05607,Control,1,1,0,1,985.82
EXP05608,Treatment,1,1,0,1,710.2
EXP05609,Control,1,1,0,1,1176.04
EXP05610,Control,1,1,0,1,359.33
EXP05611,Control,1,1,0,1,978.66
EXP05612,Treatment,1,1,0,1,556.02
EXP05613,Treatment,1,1,0,1,750.76
EXP05614,Treatment,1,1,0,1,483.05
EXP05615,Control,1,1,0,1,487.47
EXP05616,Treatment,1,1,0,1,604.59
EXP05617,Control,1,1,0,1,451.54
EXP05618,Treatment,1,0,0,0,0.0
EXP05619,Control,1,1,0,1,661.12
EXP05620,Treatment,0,0,0,0,0.0
EXP05621,Control,0,0,0,0,0.0
EXP05622,Control,1,1,0,1,1024.44
EXP05623,Treatment,1,1,0,1,775.36
EXP05624,Treatment,1,1,1,0,0.0
EXP05625,Control,1,1,0,1,736.09
EXP05626,Treatment,1,1,0,1,470.61
EXP05627,Treatment,1,1,0,1,559.32
EXP05628,Treatment,1,1,1,0,0.0
EXP05629,Control,1,1,0,1,1006.22
EXP05630,Control,1,1,0,1,349.03
EXP05631,Control,1,1,0,1,817.6
EXP05632,Control,1,1,1,0,0.0
EXP05633,Control,0,0,0,0,0.0
EXP05634,Control,1,1,0,1,1257.09
EXP05635,Treatment,1,0,0,0,0.0
EXP05636,Control,1,1,1,0,0.0
EXP05637,Treatment,1,1,0,1,1220.0
EXP05638,Treatment,1,1,0,1,560.74
EXP05639,Treatment,1,1,0,1,605.41
EXP05640,Treatment,1,1,0,1,753.6
EXP05641,Control,0,0,0,0,0.0
EXP05642,Control,0,0,0,0,0.0
EXP05643,Treatment,0,0,0,0,0.0
EXP05644,Treatment,1,1,0,1,1070.51
EXP05645,Treatment,1,1,0,1,655.94
EXP05646,Treatment,0,0,0,0,0.0
EXP05647,Control,1,1,0,1,795.13
EXP05648,Treatment,1,1,1,0,0.0
EXP05649,Control,1,1,0,1,875.23
EXP05650,Control,1,1,0,1,998.59
EXP05651,Control,0,0,0,0,0.0
EXP05652,Control,1,1,0,1,539.09
EXP05653,Treatment,1,1,0,1,704.73
EXP05654,Control,1,1,0,1,716.46
EXP05655,Treatment,1,1,0,1,467.13
EXP05656,Control,0,0,0,0,0.0
EXP05657,Control,1,1,0,1,999.94
EXP05658,Control,1,1,0,1,553.44
EXP05659,Treatment,1,1,0,1,475.99
EXP05660,Control,1,1,0,1,653.2
EXP05661,Treatment,0,0,0,0,0.0
EXP05662,Control,1,1,0,1,622.95
EXP05663,Control,1,0,0,0,0.0
EXP05664,Control,1,1,0,1,1077.43
EXP05665,Control,0,0,0,0,0.0
EXP05666,Control,0,0,0,0,0.0
EXP05667,Treatment,1,1,0,1,734.51
EXP05668,Treatment,1,1,0,1,716.66
EXP05669,Treatment,1,1,1,0,0.0
EXP05670,Control,1,1,0,1,906.07
EXP05671,Treatment,1,1,0,1,756.71
EXP05672,Control,1,1,0,1,938.37
EXP05673,Treatment,0,0,0,0,0.0
EXP05674,Treatment,1,1,0,1,451.26
EXP05675,Treatment,0,0,0,0,0.0
EXP05676,Treatment,1,1,0,1,684.39
EXP05677,Control,1,0,0,0,0.0
EXP05678,Control,1,1,0,1,717.21
EXP05679,Control,1,1,0,1,925.68
EXP05680,Treatment,0,0,0,0,0.0
EXP05681,Control,1,1,0,1,494.66
EXP05682,Control,0,0,0,0,0.0
EXP05683,Control,0,0,0,0,0.0
EXP05684,Treatment,1,1,0,1,557.91
EXP05685,Control,0,0,0,0,0.0
EXP05686,Treatment,1,1,1,0,0.0
EXP05687,Control,1,1,0,1,609.93
EXP05688,Treatment,0,0,0,0,0.0
EXP05689,Control,1,1,0,1,806.25
EXP05690,Control,0,0,0,0,0.0
EXP05691,Control,1,1,0,1,1300.01
EXP05692,Treatment,1,1,1,0,0.0
EXP05693,Treatment,1,1,0,1,1380.74
EXP05694,Treatment,1,1,0,1,392.9
EXP05695,Treatment,0,0,0,0,0.0
EXP05696,Control,1,1,0,1,804.1
EXP05697,Treatment,1,1,0,1,448.75
EXP05698,Treatment,1,1,0,1,1154.52
EXP05699,Control,1,1,0,1,545.79
EXP05700,Control,1,1,0,1,765.93
EXP05701,Control,0,0,0,0,0.0
EXP05702,Control,1,1,0,1,699.42
EXP05703,Treatment,1,1,0,1,889.06
EXP05704,Control,1,1,1,0,0.0
EXP05705,Treatment,1,1,0,1,1028.11
EXP05706,Treatment,1,1,0,1,1101.76
EXP05707,Treatment,1,1,0,1,1307.77
EXP05708,Control,0,0,0,0,0.0
EXP05709,Control,1,1,0,1,717.82
EXP05710,Control,1,1,0,1,555.6
EXP05711,Treatment,1,1,0,1,634.34
EXP05712,Control,1,1,0,1,889.87
EXP05713,Control,1,1,0,1,768.29
EXP05714,Control,1,1,0,1,1342.0
EXP05715,Control,1,1,0,1,587.97
EXP05716,Control,0,0,0,0,0.0
EXP05717,Treatment,1,1,0,1,1177.09
EXP05718,Treatment,1,1,0,1,750.94
EXP05719,Treatment,1,0,0,0,0.0
EXP05720,Treatment,0,0,0,0,0.0
EXP05721,Treatment,1,1,1,0,0.0
EXP05722,Treatment,1,1,0,1,1158.8
EXP05723,Control,1,1,1,0,0.0
EXP05724,Treatment,1,1,0,1,612.64
EXP05725,Control,1,1,0,1,815.48
EXP05726,Treatment,1,1,0,1,1004.75
EXP05727,Control,1,0,0,0,0.0
EXP05728,Treatment,1,1,0,1,620.19
EXP05729,Control,0,0,0,0,0.0
EXP05730,Control,0,0,0,0,0.0
EXP05731,Control,1,1,0,1,452.94
EXP05732,Treatment,1,1,0,1,822.59
EXP05733,Treatment,1,1,1,0,0.0
EXP05734,Control,1,0,0,0,0.0
EXP05735,Treatment,0,0,0,0,0.0
EXP05736,Treatment,1,1,0,1,752.31
EXP05737,Control,1,1,0,1,1205.15
